Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
R32,100k EN2 pu (5V_B),R_0402_1005Metric,98.525,-100.968,top,180.0
R33,20k seq div hi,R_0402_1005Metric,76.056,-103.891,top,0.0
R34,16k5 seq div lo,R_0402_1005Metric,77.315,-101.76,top,270.0
R35,100k EN3 pu,R_0402_1005Metric,132.634,-60.428,top,270.0
R36,20k RILIM3 (~3A),R_0402_1005Metric,127.123,-61.931,top,90.0
R4,100k EN-A hi (8.5V on),R_0402_1005Metric,74.518,-85.979,top,90.0
R5,16k5 EN-A lo (7.5V off),R_0402_1005Metric,72.473,-85.938,top,0.0
RA1,16k5 RT (606kHz),R_0402_1005Metric,78.526,-58.424,top,90.0
RA2,348R RILIM (wc-min 6.3A),R_0402_1005Metric,85.039,-61.931,top,270.0
RA3,20k RFB1,R_0402_1005Metric,79.988,-64.896,top,0.0
RA4,3k65 RFB2 (5.18V),R_0402_1005Metric,82.493,-67.401,top,180.0
RA5,13k RC1,R_0402_1005Metric,84.538,-66.44,top,270.0
RA6,4k64 RC2,R_0402_1005Metric,80.029,-68.945,top,90.0
RB1,16k5 RT (606kHz),R_0402_1005Metric,81.992,-99.966,top,0.0
RB2,348R RILIM (wc-min 6.3A),R_0402_1005Metric,87.043,-91.991,top,270.0
RB3,20k RFB1,R_0402_1005Metric,78.526,-99.005,top,90.0
RB4,3k74 RFB2 (5.08V),R_0402_1005Metric,79.615,-96.114,top,180.0
RB5,13k RC1,R_0402_1005Metric,82.493,-95.958,top,180.0
RB6,4k64 RC2,R_0402_1005Metric,78.025,-91.49,top,270.0
U1,LM5145 rail A,VQFN-20_3.5x4.5_P0.5_LM5145RGY,82.0,-59.0,top,270.0
U10,TPS2557 ~3A (always on),VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,130.286,-63.576,top,90.0
U2,LM5145 rail B,VQFN-20_3.5x4.5_P0.5_LM5145RGY,82.0,-92.0,top,270.0
U3,ATtiny1616-SN (816-compat),SOIC-20W_7.5x12.8mm_P1.27mm,70.5,-96.065,top,270.0
U4,LM74800-Q1,WSON-12_3x3_P0.5_LM74800DRR,54.0,-90.0,top,270.0
U5,INA226 (addr 0x40),VSSOP-10_3x3mm_P0.5mm,74.0,-69.0,top,270.0
U6,TPS7A1633 3V3 60V LDO,MSOP-8-1EP_3x3mm_P0.65mm_EP1.68x1.88mm,78.0,-80.0,top,270.0
U7,TPS2557 ~3A,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,128.171,-83.155,top,270.0
U8,TPS2557 ~3A,VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm,123.161,-97.684,top,270.0
U9,AP2112K-3.3 (switched),SOT-23-5,70.738,-78.847,top,180.0
