dataset,device,dtheta_common,dtheta_diff,frozen_max_frac,frozen_tail,frozen_tail_start,heading_common,mount_diff,n_snapshots,platform,r0_bias,r0_circstd_corr,r0_circstd_raw,r0_coverage_bins,r0_drift_span,r0_dtheta,r0_g,r0_g_at_bound,r0_low_coverage,r0_n_valid,r0_nan_frac,r0_offset_c,r0_outlier_frac,r0_structure,r1_bias,r1_circstd_corr,r1_circstd_raw,r1_coverage_bins,r1_drift_span,r1_dtheta,r1_g,r1_g_at_bound,r1_low_coverage,r1_n_valid,r1_nan_frac,r1_offset_c,r1_outlier_frac,r1_structure,range_med_m,reasons,rx_lo,rx_speed_p99,scan_v,status,ts_med_dt,ts_nonmono_frac,wavelength_spacing
wallarrayv3_2025_02_05_17_03_09_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.05,0.00020004000800160032,False,,,,5000,wall,1.6205275058746338,0.2856107512494692,0.45208093786117703,12,0.013691507279872894,0.09000000000000041,0.9000000000000001,False,False,4986,0.0028000000000000247,1.6372812986373901,0.02627356598475732,0.15369310359705882,-0.12731420993804932,0.428950093152994,0.44695927818902353,12,0.16204102337360382,-0.009999999999999676,1.0400000000000003,False,False,4975,0.0050000000000000044,-0.14373661577701569,0.01728643216080402,0.321325811798914,0.8724958896636963,,2467099904.0,0.005226584021002054,2,OK,0.73779296875,0.0,0.57606
wallarrayv3_2025_02_05_18_23_50_nRX2_bounce_spacing0p07,PLUTO,0.04,0.03,0.00010001000100010001,False,,,,10000,wall,1.7234567403793335,0.3617611532713013,0.4881766092709239,11,0.07406185567378998,0.0700000000000004,0.9000000000000001,False,False,9423,0.057699999999999974,1.5960196256637573,0.045845272206303724,0.15274588816012707,-0.27701571583747864,0.47908719239920394,0.4794427570417323,11,0.2454885020852089,0.010000000000000342,1.0000000000000002,False,False,9488,0.05120000000000002,-0.2735203206539154,0.040366779089376054,0.4123869310757939,1.2884016036987305,FLAG:nan5-20%,2467099904.0,0.004038862902671099,2,FLAG,0.728759765625,0.0,0.57606
wallarrayv3_2025_02_05_20_30_52_nRX2_bounce_spacing0p07,PLUTO,0.03,0.06,0.00010001000100010001,False,,,,10000,wall,1.7463871240615845,0.38564940676743054,0.4887671075202534,12,0.33918261528015137,0.09000000000000041,0.9200000000000002,False,False,9937,0.006299999999999972,1.7114123106002808,0.05353728489483748,0.3055867336464987,-0.24544908106327057,0.41517166712069725,0.4726436707895598,12,0.1736355572938919,-0.029999999999999694,1.0800000000000003,False,False,9946,0.00539999999999996,-0.29801037907600403,0.026442791071787652,0.30350359431956575,0.5571385025978088,,2467099904.0,0.0061619906313717405,2,OK,0.728515625,0.00010001000100010001,0.57606
wallarrayv3_2025_02_05_22_37_58_nRX2_bounce_spacing0p07,PLUTO,0.05,0.04,0.0,False,,,,10000,wall,1.4073454141616821,0.3367961400748959,0.4244735303945347,12,0.10533307865262032,0.09000000000000041,0.9000000000000001,False,False,9846,0.01539999999999997,1.5904147624969482,0.031180174690229535,0.23644035781725747,-0.1402883678674698,0.47262716597933707,0.4726592922900944,12,0.33933909237384796,0.010000000000000342,1.0200000000000002,False,False,9886,0.011399999999999966,-0.17284367978572845,0.027412502528828646,0.3008486658191114,1.094020128250122,,2467099904.0,0.003956289961934091,2,OK,0.73828125,0.0,0.57606
wallarrayv3_2025_02_05_09_06_12_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.03,0.00020004000800160032,False,,,,5000,wall,1.6297112703323364,0.3003884636611469,0.4295620128152061,12,0.04037347249686718,0.0700000000000004,0.9000000000000001,False,False,5000,0.0,1.6042054891586304,0.0172,0.15584417071467901,-0.2585727870464325,0.3861617498596569,0.4197518647716512,12,0.12142260372638702,0.010000000000000342,1.0600000000000003,False,False,5000,0.0,-0.25988391041755676,0.0006,0.32250004042377056,0.5389901399612427,,2467099904.0,0.004901909474283455,2,OK,0.732421875,0.0,0.57606
wallarrayv3_2025_02_05_10_25_43_nRX2_bounce_spacing0p07,PLUTO,0.05,0.06,0.0,False,,,,10000,wall,1.502729058265686,0.36376359153865095,0.5165412449372545,11,0.08140006847679615,0.11000000000000043,0.9000000000000001,False,False,9993,0.0007000000000000339,1.642717719078064,0.03402381667167017,0.10988706164372511,-0.12526512145996094,0.4727240269514509,0.4731440273475129,11,0.22328127175569534,-0.009999999999999676,1.0000000000000002,False,False,9992,0.0008000000000000229,-0.125684455037117,0.03692954363490793,0.3027454631752077,0.8404518365859985,,2467099904.0,0.004426209470257169,2,OK,0.72802734375,0.0,0.57606
wallarrayv3_2025_02_05_12_32_41_nRX2_bounce_spacing0p07,PLUTO,0.08,0.05,0.0,False,,,,10000,wall,1.5419343709945679,0.3768482951924483,0.5133371168880653,12,0.1105663999915123,0.13000000000000045,0.9200000000000002,False,False,9993,0.0007000000000000339,1.6061522960662842,0.04493145201641149,0.17283286749524426,-0.1588626205921173,0.5276886836220184,0.5395418330352446,12,0.3416218161582947,0.03000000000000036,1.0200000000000002,False,False,9997,0.00029999999999996696,-0.177576944231987,0.05771731519455837,0.3425778420961407,1.3324646949768066,,2467099904.0,0.004776190631091596,2,OK,0.732421875,0.0,0.57606
wallarrayv3_2025_02_05_14_41_04_nRX2_bounce_spacing0p07,PLUTO,0.12,0.01,0.41924192419241924,True,5808,,,10000,wall,1.9263006448745728,0.2665218890962961,0.41842485658034967,11,0.07629430294036865,0.13000000000000045,0.9200000000000002,False,False,9560,0.04400000000000004,1.7246795892715454,0.015376569037656903,0.2533348737421712,-0.34880247712135315,0.33192095327031607,0.5003865059438134,11,0.0824807770550251,0.11000000000000043,1.1400000000000003,False,False,8740,0.126,-0.13565677404403687,0.036613272311212815,0.3117916420142206,0.7681064009666443,FLAG:nan5-20%;QUAR:frozen_tail(#42),0.0,0.004251197073608637,2,QUARANTINE,0.72900390625,0.0,0.57606
wallarrayv3_2025_02_06_12_01_35_nRX2_rx_random_circle_spacing0p07,PLUTO,0.03,0.04,0.0,False,,,,5000,wall,1.614296317100525,0.27740416070345353,0.4168192663497256,12,0.06281046755611897,0.0700000000000004,0.9000000000000001,False,False,5000,0.0,1.625683307647705,0.012,0.13354687550694383,-0.24822670221328735,0.41902435552987766,0.44081863179898434,12,0.10666099935770035,-0.009999999999999676,1.0600000000000003,False,False,5000,0.0,-0.25949379801750183,0.0084,0.3132165949851394,0.5934908390045166,,2467099904.0,0.004853602955117818,2,OK,0.728515625,0.0,0.57606
wallarrayv3_2025_02_06_13_19_44_nRX2_bounce_spacing0p07,PLUTO,0.06,0.05,0.0,False,,,,10000,wall,1.6578552722930908,0.3592752442605758,0.4400606829889226,12,0.2065868005156517,0.11000000000000043,0.9400000000000002,False,False,10000,0.0,1.6388272047042847,0.029,0.19074222669904373,-0.17470066249370575,0.5774104883750998,0.584358962751838,12,0.3395945429801941,0.010000000000000342,0.9600000000000002,False,False,9650,0.03500000000000003,-0.18091170489788055,0.06922279792746114,0.33726372160589063,1.063040018081665,,2467099904.0,0.004573361575603486,2,OK,0.7275390625,0.00020002000200020003,0.57606
wallarrayv3_2025_02_06_15_28_33_nRX2_bounce_spacing0p07,PLUTO,0.04,0.03,0.00020002000200020003,False,,,,10000,wall,1.6006643772125244,1.1641758601144911,1.2085635141389237,12,1.3008480072021484,0.0700000000000004,0.9000000000000001,False,False,5379,0.46209999999999996,1.5471906661987305,0.3485778025655326,0.376250170733058,-0.2614390254020691,0.4765275723524746,0.4827230802771361,12,0.20513447374105453,0.010000000000000342,1.0400000000000003,False,False,9925,0.007499999999999951,-0.2837181091308594,0.027506297229219143,0.3127180006306731,0.7930418252944946,QUAR:nan>20%;FLAG:r0_noisy,2467099904.0,0.004680596701800825,2,QUARANTINE,0.77001953125,0.00040004000400040005,0.57606
wallarrayv3_2025_02_06_17_43_46_nRX2_bounce_spacing0p07,PLUTO,0.08,0.03,0.00020002000200020003,False,,,,10000,wall,1.4471917152404785,0.38687808674950563,0.4953507393597828,12,0.032812013290822506,0.11000000000000043,0.9400000000000002,False,False,9994,0.0006000000000000449,1.535284399986267,0.03522113267960777,0.16159787891706737,-0.19415146112442017,0.5286700489028999,0.5601545815329929,12,0.2519180700182915,0.05000000000000038,1.0600000000000003,False,False,9992,0.0008000000000000229,-0.2591758668422699,0.05644515612489992,0.2930650911673956,1.2766473293304443,,2467099904.0,0.003924704780802131,2,OK,0.72900390625,0.00030003000300030005,0.57606
wallarrayv3_2025_02_06_20_00_45_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.03,0.0,False,,,,5000,wall,1.6447819471359253,0.26568738821795007,0.38971466801823984,12,0.027534624561667442,0.0700000000000004,0.9200000000000002,False,False,5000,0.0,1.6215802431106567,0.0164,0.12929196557818598,-0.2704222798347473,0.4299704227144653,0.4671907718250442,12,0.018976394087076187,0.010000000000000342,1.0800000000000003,False,False,5000,0.0,-0.2621529698371887,0.009,0.3546168620846916,0.5039897561073303,,2467099904.0,0.004826800571754565,2,OK,0.736328125,0.00020004000800160032,0.57606
wallarrayv3_2025_02_06_21_20_58_nRX2_bounce_spacing0p07,PLUTO,0.06,0.03,0.0,False,,,,10000,wall,1.5884674787521362,0.42191710085428646,0.566849029055448,12,0.13016801327466965,0.09000000000000041,0.8800000000000001,False,False,9980,0.0020000000000000018,1.6195536851882935,0.05811623246492986,0.17231538331777224,-0.27035412192344666,0.5425114524089543,0.5492878410541606,12,0.31922583281993866,0.03000000000000036,0.9800000000000002,False,False,9999,9.999999999998899e-05,-0.3240295648574829,0.0704070407040704,0.39502853407841004,1.3002772331237793,,2467099904.0,0.00473197516985238,2,OK,0.728759765625,0.0,0.57606
wallarrayv3_2025_02_06_23_28_36_nRX2_bounce_spacing0p07,PLUTO,0.07,0.02,0.00020002000200020003,False,,,,10000,wall,1.6835582256317139,0.37330097512031724,0.45316942589118453,12,0.034011250361800194,0.09000000000000041,0.9200000000000002,False,False,10000,0.0,1.568200707435608,0.0335,0.15369065980133326,-0.30226248502731323,0.5110035623194825,0.5361004317602985,12,0.11410850659012794,0.05000000000000038,1.0600000000000003,False,False,9990,0.0010000000000000009,-0.2202165126800537,0.06306306306306306,0.3434447895459096,1.1986528635025024,,2467099904.0,0.004111131811514498,2,OK,0.7271728515625,0.0007000700070007,0.57606
wallarrayv3_2025_02_07_01_36_34_nRX2_bounce_spacing0p07,PLUTO,0.12,0.01,0.00010001000100010001,False,,,,10000,wall,1.588009238243103,0.4385163388976187,0.5555135995863728,12,0.4643328785896301,0.13000000000000045,0.8800000000000001,False,False,9992,0.0008000000000000229,1.5971908569335938,0.057746196957566054,0.2910428205101044,-0.2166908234357834,0.3904450574314133,0.48621629095543656,12,0.3377563804388046,0.11000000000000043,1.0800000000000003,False,False,9995,0.0004999999999999449,-0.2472701519727707,0.0272136068034017,0.2954765022781664,0.667284369468689,,2467099904.0,0.003965227939188481,2,OK,0.73095703125,0.00010001000100010001,0.57606
wallarrayv3_2025_02_04_01_18_09_nRX2_rx_random_circle_spacing0p07,PLUTO,0.05,0.04,0.00040008001600320064,False,,,,5000,wall,1.675357460975647,0.26491267396140605,0.42593400297457584,12,0.020375199150294065,0.09000000000000041,0.9000000000000001,False,False,4984,0.0031999999999999806,1.6745223999023438,0.01384430176565008,0.1659447779806743,-0.1684621423482895,0.42177486997472013,0.44124031323722923,12,0.07178392820060253,0.010000000000000342,1.0400000000000003,False,False,4995,0.0010000000000000009,-0.17787256836891174,0.018018018018018018,0.3464309514423765,0.8039937019348145,,2467099904.0,0.004956262577325105,2,OK,0.727783203125,0.000600120024004801,0.57606
wallarrayv3_2025_02_04_02_36_29_nRX2_bounce_spacing0p07,PLUTO,0.04,0.05,0.0,False,,,,10000,wall,1.6893197298049927,0.4143370491876773,0.5234236644225876,12,0.3202546238899231,0.09000000000000041,0.9200000000000002,False,False,8622,0.13780000000000003,1.7023628950119019,0.05520760844351658,0.16610241189179625,-0.25410255789756775,0.4619103687614519,0.4666772952600785,12,0.28826887160539627,-0.009999999999999676,1.0200000000000002,False,False,8480,0.15200000000000002,-0.264548122882843,0.028891509433962265,0.3046626070184286,1.4631879329681396,FLAG:nan5-20%,2467099904.0,0.00385212027002126,2,FLAG,0.73291015625,0.00010001000100010001,0.57606
wallarrayv3_2025_02_04_04_43_56_nRX2_bounce_spacing0p07,PLUTO,0.05,0.04,0.00010001000100010001,False,,,,10000,wall,1.5326383113861084,0.3740966366685269,0.4939720710695363,12,0.1527622900903225,0.09000000000000041,0.9200000000000002,False,False,9450,0.05500000000000005,1.5819045305252075,0.03492063492063492,0.18087237285467742,-0.26653623580932617,0.5658678323887123,0.5833595275674357,12,0.3594696372747421,0.010000000000000342,1.0600000000000003,False,False,9431,0.05689999999999995,-0.28130239248275757,0.0793129042519351,0.3491135111574509,1.3959219455718994,FLAG:nan5-20%,2467099904.0,0.003968027317896488,2,FLAG,0.7362060546875,0.0,0.57606
wallarrayv3_2025_02_04_16_15_22_nRX2_rx_random_circle_spacing0p07,PLUTO,0.05,0.04,0.00020004000800160032,False,,,,5000,wall,1.6352341175079346,0.25579537617726233,0.4606856288372497,12,0.057507049292325974,0.09000000000000041,0.8800000000000001,False,False,4998,0.00039999999999995595,1.6020580530166626,0.0012004801920768306,0.13188345547771155,-0.18399468064308167,0.40191166092048236,0.4209948294383235,12,0.05292800813913345,0.010000000000000342,1.0400000000000003,False,False,4978,0.0043999999999999595,-0.18777838349342346,0.015468059461631177,0.31533982741209543,0.7679930925369263,,2467099904.0,0.005034491997212165,2,OK,0.732421875,0.0,0.57606
wallarrayv3_2025_02_07_03_53_17_nRX2_rx_random_circle_spacing0p07,PLUTO,0.03,0.04,0.00020004000800160032,False,,,,5000,wall,1.6307016611099243,0.2854642119566331,0.43222946462505885,12,0.06822306290268898,0.0700000000000004,0.9000000000000001,False,False,5000,0.0,1.6414717435836792,0.0074,0.13638107739818728,-0.23532244563102722,0.40927359657328927,0.43009175444444003,12,0.07192031107842922,-0.009999999999999676,1.0600000000000003,False,False,4992,0.0016000000000000458,-0.24710607528686523,0.006009615384615385,0.31518132666212734,0.5989916920661926,,2467099904.0,0.004846881767734883,2,OK,0.7353515625,0.0,0.57606
wallarrayv3_2025_02_07_05_13_05_nRX2_bounce_spacing0p07,PLUTO,0.06,0.03,0.0,False,,,,10000,wall,1.535738229751587,0.36918256410392875,0.46203769698690816,12,0.21797820180654526,0.09000000000000041,0.9400000000000002,False,False,9862,0.013800000000000034,1.5685534477233887,0.028290407625228147,0.19281738870513987,-0.1342930942773819,0.43859610170631513,0.46888746789003305,12,0.13605763018131256,0.03000000000000036,1.0600000000000003,False,False,9812,0.01880000000000004,-0.16189995408058167,0.0367916836526702,0.32528204820851836,1.1637113094329834,,2467099904.0,0.004229189530014992,2,OK,0.7333984375,0.00010001000100010001,0.57606
wallarrayv3_2025_02_07_07_21_38_nRX2_bounce_spacing0p07,PLUTO,0.05,0.04,0.00020002000200020003,False,,,,10000,wall,1.5278176069259644,0.35423063186754994,0.5350409334780425,12,0.08986592665314674,0.09000000000000041,0.8800000000000001,False,False,9996,0.00039999999999995595,1.5728014707565308,0.03341336534613846,0.15261984055361083,-0.1653723567724228,0.463633508549151,0.46383803426583436,12,0.28018273413181305,0.010000000000000342,1.0000000000000002,False,False,9999,9.999999999998899e-05,-0.16741511225700378,0.032103210321032104,0.31968821381742357,1.0819635391235352,,2467099904.0,0.0044055261928588165,2,OK,0.736572265625,0.00010001000100010001,0.57606
wallarrayv3_2025_02_07_09_30_10_nRX2_bounce_spacing0p07,PLUTO,0.03,0.04,0.00010001000100010001,False,,,,10000,wall,1.5501474142074585,0.3818740240356161,0.48553216287385065,12,0.1276623010635376,0.0700000000000004,0.9200000000000002,False,False,9994,0.0006000000000000449,1.5962553024291992,0.03522113267960777,0.17837640968589152,-0.33737248182296753,0.4914319733647684,0.5125447951488232,12,0.2786003202199936,-0.009999999999999676,1.0600000000000003,False,False,9997,0.00029999999999996696,-0.31670719385147095,0.04601380414124237,0.2673165902037431,0.9084962606430054,,2467099904.0,0.004142083600163461,2,OK,0.73388671875,0.00010001000100010001,0.57606
wallarrayv3_2025_02_07_11_49_59_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.03,0.00020004000800160032,False,,,,5000,wall,1.6496708393096924,0.30786886667313534,0.4279990400755893,12,0.0705939270555973,0.0700000000000004,0.9000000000000001,False,False,5000,0.0,1.6215767860412598,0.0018,0.16800725582882683,-0.2669477164745331,0.4031615233325196,0.4468225008130394,12,0.13100247085094452,0.010000000000000342,1.0800000000000003,False,False,5000,0.0,-0.27066129446029663,0.0064,0.3389772625521684,0.5279900431632996,,2467099904.0,0.004897553045302617,2,OK,0.7281494140625,0.000600120024004801,0.57606
wallarrayv3_2025_02_07_13_08_24_nRX2_bounce_spacing0p07,PLUTO,0.03,0.04,0.0,False,,,,10000,wall,1.4306917190551758,0.338449424012289,0.3912070706005454,12,0.19291533529758453,0.0700000000000004,0.9400000000000002,False,False,9997,0.00029999999999996696,1.5578125715255737,0.01860558167450235,0.21966096010345132,-0.2552797198295593,0.5765621092260014,0.575965715152895,12,0.455130010843277,-0.009999999999999676,1.0000000000000002,False,False,9970,0.0030000000000000027,-0.2512538731098175,0.06920762286860582,0.4514533144045276,0.9177682399749756,,2467099904.0,0.004003741592168811,2,OK,0.73486328125,0.0,0.57606
wallarrayv3_2025_02_07_15_16_20_nRX2_bounce_spacing0p07,PLUTO,0.03,0.04,0.0,False,,,,10000,wall,1.3800476789474487,0.36935588070722064,0.4806514175655247,12,0.20061391592025757,0.0700000000000004,0.9000000000000001,False,False,9115,0.08850000000000002,1.5419758558273315,0.03192539769610532,0.22473494820291373,-0.17585790157318115,0.5090082322543524,0.5093681569020064,12,0.10318752005696297,-0.009999999999999676,1.0200000000000002,False,False,9190,0.08099999999999996,-0.1761375516653061,0.05136017410228509,0.3147336473042698,1.3769865036010742,FLAG:nan5-20%,2467099904.0,0.0041040914040058885,2,FLAG,0.74072265625,0.0,0.57606
wallarrayv3_2025_02_07_17_25_27_nRX2_bounce_spacing0p07,PLUTO,0.05,0.04,0.00010001000100010001,False,,,,10000,wall,1.4471999406814575,0.3802116755334283,0.5254404831383362,12,0.10132233053445816,0.09000000000000041,0.8800000000000001,False,False,9768,0.0232,1.5733165740966797,0.04965192465192465,0.18505774020984964,-0.20876620709896088,0.5325671025204781,0.5329722089607684,12,0.398823618888855,0.010000000000000342,1.0000000000000002,False,False,9841,0.015900000000000025,-0.21446894109249115,0.059648409714459914,0.33793281059669844,1.0880746841430664,,2467099904.0,0.0041565361339598915,2,OK,0.739013671875,0.00030003000300030005,0.57606
wallarrayv3_2025_02_08_09_30_55_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.03,0.00020004000800160032,False,,,,5000,wall,1.6370007991790771,0.29177680093331865,0.3974303625095493,12,0.009855809155851603,0.0700000000000004,0.9200000000000002,False,False,4999,0.00019999999999997797,1.6246258020401,0.0016003200640128026,0.13994924249593838,-0.23237484693527222,0.45191910202694485,0.48812737138296697,12,0.02494271006435156,0.010000000000000342,1.0800000000000003,False,False,4995,0.0010000000000000009,-0.23347583413124084,0.03983983983983984,0.35889523248343524,0.4854896068572998,,2467099904.0,0.004822776848450299,2,OK,0.7325439453125,0.00040008001600320064,0.57606
wallarrayv3_2025_02_08_10_49_42_nRX2_bounce_spacing0p07,PLUTO,0.08,0.03,0.0,False,,,,10000,wall,1.621471643447876,0.3911328828735959,0.5365172295199068,12,0.2307286486029625,0.11000000000000043,0.8800000000000001,False,False,9942,0.005800000000000027,1.6407365798950195,0.05421444377388855,0.18784653232583842,-0.06252429634332657,0.4788190852584887,0.5016108136066274,12,0.35679587721824646,0.05000000000000038,1.0200000000000002,False,False,9970,0.0030000000000000027,-0.06654881685972214,0.04964894684052156,0.32693290814574033,1.3953852653503418,,2467099904.0,0.004530322374776006,2,OK,0.7255859375,0.0,0.57606
wallarrayv3_2025_02_08_12_58_17_nRX2_bounce_spacing0p07,PLUTO,0.04,0.05,0.0,False,,,,10000,wall,1.5803278684616089,0.34768119465351033,0.4380076222311736,12,0.09118404984474182,0.09000000000000041,0.9400000000000002,False,False,9988,0.0011999999999999789,1.6645747423171997,0.02683219863836604,0.15554231227858925,-0.1667022407054901,0.558623893297951,0.5650197389412329,12,0.3450050950050354,-0.009999999999999676,1.0400000000000003,False,False,9982,0.0018000000000000238,-0.1796020269393921,0.06241234221598878,0.3203501757152835,0.9918457269668579,,2467099904.0,0.004192411024123432,2,OK,0.732421875,0.0,0.57606
wallarrayv3_2025_02_08_15_08_54_nRX2_bounce_spacing0p07,PLUTO,0.06,0.05,0.0,False,,,,10000,wall,1.6880253553390503,0.38884125665706676,0.5046168794618763,12,0.16367977112531662,0.11000000000000043,0.9200000000000002,False,False,9763,0.023700000000000054,1.5770527124404907,0.0480385127522278,0.16264401329293776,-0.18212245404720306,0.4543079194475483,0.46427247662589005,12,0.18687114864587784,0.010000000000000342,0.9600000000000002,False,False,9550,0.04500000000000004,-0.19394676387310028,0.033507853403141365,0.3523265206510845,1.2334158420562744,,2467099904.0,0.004000464752316478,2,OK,0.72998046875,0.0,0.57606
wallarrayv3_2025_02_08_17_29_26_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.05,0.00020004000800160032,False,,,,5000,wall,1.661191463470459,0.28844098986893973,0.46230978275999707,12,0.012474917341023684,0.09000000000000041,0.9000000000000001,False,False,4999,0.00019999999999997797,1.664097785949707,0.002600520104020804,0.15523752976033642,-0.13902035355567932,0.44946474720386514,0.46192745003847174,12,0.1666446253657341,-0.009999999999999676,1.0400000000000003,False,False,4993,0.0013999999999999568,-0.14454218745231628,0.024434207891047468,0.3481626248737629,0.9354951977729797,,2467099904.0,0.005105670318007466,2,OK,0.731689453125,0.00040008001600320064,0.57606
wallarrayv3_2025_02_08_19_43_20_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.01,0.0,False,,,,5000,wall,0.5955250263214111,0.4074290661712091,0.47683800097581774,12,0.3290671557188034,0.05000000000000038,0.9800000000000002,False,False,4901,0.01980000000000004,0.5819061398506165,0.03978779840848806,0.235312986411775,-0.024712305516004562,0.30800279940998804,0.34752800537027184,12,0.05141119658946991,0.03000000000000036,1.0000000000000002,False,False,4940,0.01200000000000001,-0.009046693332493305,0.019230769230769232,0.18471263016844774,0.6624929904937744,,5769999872.0,0.005082109877839681,2,OK,0.7275390625,0.00020004000800160032,1.34727
wallarrayv3_2025_02_08_20_53_47_nRX2_bounce_spacing0p07,PLUTO,0.05,0.0,0.00010001000100010001,False,,,,10000,wall,0.6115909218788147,0.3572900664550417,0.44398786724327455,12,0.17676956951618195,0.05000000000000038,1.0000000000000002,False,False,9268,0.07320000000000004,0.5365375876426697,0.029995684074233923,0.17365418990547324,-0.018804946914315224,0.3117580546789324,0.39472386407849996,12,0.05277606286108494,0.05000000000000038,1.0000000000000002,False,False,9307,0.06930000000000003,0.039534468203783035,0.01676157730740303,0.106625469307215,0.9577940106391907,FLAG:nan5-20%,5769999872.0,0.004339727796614171,2,FLAG,0.7314453125,0.0007000700070007,1.34727
wallarrayv3_2025_02_08_23_03_14_nRX2_bounce_spacing0p07,PLUTO,0.03,0.0,0.00020002000200020003,False,,,,10000,wall,0.1776268035173416,0.38687926149871465,0.4114870552307412,12,0.2506052032113075,0.03000000000000036,1.0000000000000002,False,False,9540,0.04600000000000004,0.16231019794940948,0.02190775681341719,0.2265987927742705,-0.020277371630072594,0.34143544297049944,0.36260165975935654,12,0.048085921443998814,0.03000000000000036,1.0000000000000002,False,False,9567,0.043300000000000005,0.05899028852581978,0.01369290268631755,0.16920747252814639,0.7609126567840576,,5769999872.0,0.0039938377216458334,2,OK,0.73388671875,0.001000100010001,1.34727
wallarrayv3_2025_02_06_04_05_45_nRX2_rx_random_circle_spacing0p07,PLUTO,0.04,0.03,0.00020004000800160032,False,,,,5000,wall,1.6453219652175903,0.2585024127829157,0.3808971875322504,12,0.028432686813175678,0.0700000000000004,0.9200000000000002,False,False,5000,0.0,1.6231456995010376,0.0156,0.12340017999686378,-0.2723824977874756,0.4281692036550716,0.461175856950317,12,0.03482423909008503,0.010000000000000342,1.0600000000000003,False,False,4985,0.0030000000000000027,-0.26486167311668396,0.007622868605817452,0.35127463094381667,0.5004902482032776,,2467099904.0,0.0048238327726721755,2,OK,0.734375,0.0,0.57606
wallarrayv3_2025_02_06_05_25_46_nRX2_bounce_spacing0p07,PLUTO,0.05,0.02,0.0,False,,,,10000,wall,1.5697684288024902,0.38086721950179614,0.44528253354084285,12,0.12428537756204605,0.0700000000000004,0.9400000000000002,False,False,9961,0.0039000000000000146,1.576204538345337,0.024495532577050498,0.1854663071780359,-0.26055482029914856,0.561125479948026,0.5792296912757772,12,0.36050210893154144,0.03000000000000036,0.9600000000000002,False,False,9938,0.006199999999999983,-0.26065170764923096,0.08452404910444758,0.37736095494013977,0.9654241800308228,,2467099904.0,0.00403668631799519,2,OK,0.7281494140625,0.00010001000100010001,0.57606
wallarrayv3_2025_02_06_07_32_33_nRX2_bounce_spacing0p07,PLUTO,0.08,0.01,0.00010001000100010001,False,,,,10000,wall,1.704491138458252,0.38966730975575786,0.5188634208410949,11,0.11236944422125816,0.09000000000000041,0.8800000000000001,False,False,9986,0.0013999999999999568,1.5479329824447632,0.043360704986981774,0.29457889052800396,-0.1891336590051651,0.4283832349016311,0.4886111098945453,11,0.21534357964992523,0.0700000000000004,1.0800000000000003,False,False,10000,0.0,-0.08414233475923538,0.0388,0.2910287927477381,1.2694109678268433,,2467099904.0,0.004273709859699013,2,OK,0.72802734375,0.00020002000200020003,0.57606
wallarrayv3_2025_02_06_09_39_45_nRX2_bounce_spacing0p07,PLUTO,0.06,0.03,0.00010001000100010001,False,,,,10000,wall,1.7322100400924683,0.3316521780744794,0.4307278609650028,12,0.11660630255937576,0.09000000000000041,0.9400000000000002,False,False,9997,0.00029999999999996696,1.6498160362243652,0.026808042412723818,0.18726069746481647,-0.19269482791423798,0.48951767589404055,0.5144979991762721,12,0.10538657009601593,0.03000000000000036,1.0600000000000003,False,False,9994,0.0006000000000000449,-0.1490398496389389,0.04032419451671002,0.37762940410956475,1.1680649518966675,,2467099904.0,0.004143126485869289,2,OK,0.7314453125,0.00040004000400040005,0.57606
wallarrayv3_2025_02_09_01_15_41_nRX2_bounce_spacing0p07,PLUTO,0.04,0.03,0.0,False,,,,10000,wall,0.17304553091526031,0.40316712285061074,0.4997100734562177,9,0.27324457466602325,0.0700000000000004,1.0200000000000002,False,False,9263,0.07369999999999999,-0.0930345207452774,0.04091547015005938,0.2305229873730107,-0.030274325981736183,0.3781018715082446,0.3852863370640151,9,0.03790426626801491,0.010000000000000342,1.0000000000000002,False,False,9413,0.058699999999999974,-0.0215137992054224,0.014554339742908743,0.15412438259680813,1.2115674018859863,FLAG:nan5-20%,5769999872.0,0.004316184660419823,2,FLAG,0.73388671875,0.00010001000100010001,1.34727
wallarrayv3_2025_02_09_03_44_16_nRX2_rx_random_circle_spacing0p07,PLUTO,0.03,0.0,0.00020004000800160032,False,,,,5000,wall,0.26614224910736084,0.3885063509023104,0.44551219143653314,12,0.02543249260634184,0.03000000000000036,0.9800000000000002,False,False,4905,0.019000000000000017,0.24653708934783936,0.011213047910295617,0.2101704767090858,-0.026545999571681023,0.3170753280658404,0.34906703290326957,12,0.05557707138359547,0.03000000000000036,1.0000000000000002,False,False,4906,0.01880000000000004,0.01015519443899393,0.018752547900529964,0.20456442034611164,0.7324928641319275,,5769999872.0,0.005181396305561063,2,OK,0.727783203125,0.00020004000800160032,1.34727
