dataset,device,dtheta_common,dtheta_diff,frozen_max_frac,frozen_tail,frozen_tail_start,heading_common,mount_diff,n_snapshots,platform,r0_bias,r0_circstd_corr,r0_circstd_raw,r0_coverage_bins,r0_drift_span,r0_dtheta,r0_g,r0_g_at_bound,r0_low_coverage,r0_n_valid,r0_nan_frac,r0_offset_c,r0_outlier_frac,r0_structure,r1_bias,r1_circstd_corr,r1_circstd_raw,r1_coverage_bins,r1_drift_span,r1_dtheta,r1_g,r1_g_at_bound,r1_low_coverage,r1_n_valid,r1_nan_frac,r1_offset_c,r1_outlier_frac,r1_structure,range_med_m,reasons,rx_lo,rx_speed_p99,scan_v,status,ts_med_dt,ts_nonmono_frac,wavelength_spacing
rover_2025_03_29_16_16_59_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_16_11_30_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.15,0.03,0.00033344448149383126,False,,0.15,0.03,3000,rover,-0.2079823911190033,0.41772905054189563,0.7551410425834573,12,0.11666013579815626,0.18000000000000094,0.9400000000000001,False,False,2806,0.06466666666666665,-0.40276479721069336,0.1735566642908054,0.3535395591456414,-0.12676498293876648,0.33853929469915994,0.5822876231190198,12,0.1859613060951233,0.12000000000000088,0.9600000000000001,False,False,2761,0.07966666666666666,-0.1533227115869522,0.06736689605215501,0.15549558041309994,13.662036895751953,,5766000128.0,0.13380666613578793,2,OK,0.4896240234375,0.0,0.82703
rover_2025_03_29_16_58_46_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_16_59_55_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.3,0.0,0.0,False,,-0.3,0.0,3000,rover,-0.2418918013572693,0.41897168554423,1.156439018264596,12,0.0982264094054699,-0.2999999999999995,0.9400000000000001,False,False,2852,0.04933333333333334,-0.31564095616340637,0.4691444600280505,0.3010575319925575,-0.14384284615516663,0.4107434746635465,1.3527568325080968,12,0.16293201595544815,-0.2999999999999995,0.9800000000000001,False,False,2796,0.06799999999999995,-0.13651220500469208,0.5143061516452074,0.23890070732637267,13.251916885375977,FLAG:heading=-0.30,5766000128.0,0.11543172553181648,2,FLAG,0.4803466796875,0.00033344448149383126,0.82703
rover_2025_03_29_16_58_53_nRX2_diamond_spacing0p035_tag_RO1.rover_2025_03_29_16_59_55_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.0,-0.04,0.00033344448149383126,False,,0.0,-0.04,3000,rover,-0.16726996004581451,0.7964154208476468,0.8326324296845165,6,0.061166154220700264,-0.03999999999999926,0.9,True,False,2204,0.2653333333333333,0.1446356326341629,0.1397459165154265,0.23946665300023895,-0.2733329236507416,0.9311425819145324,0.9319562717154056,6,0.02965143322944641,0.04000000000000081,1.0,False,False,2177,0.2743333333333333,-0.38263750076293945,0.21359669269637116,0.15414804669883433,37.62587356567383,FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,2.1010604953765863,2,FLAG,0.48876953125,0.00033344448149383126,0.67317
rover_2025_03_29_17_34_29_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_17_34_21_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.16,0.02,0.0,False,,0.16,0.02,3000,rover,-0.32032737135887146,0.4770736923104299,0.8435101344749659,12,0.18156052008271217,0.18000000000000094,0.9600000000000001,False,False,2845,0.05166666666666664,-0.3546515107154846,0.23444639718804922,0.34097507271751426,-0.1391616016626358,0.374871907609712,0.6336176659601159,12,0.30370868742465973,0.1400000000000009,0.9600000000000001,False,False,2798,0.06733333333333336,-0.12923559546470642,0.08434596140100072,0.15280109534102007,13.341638565063477,,5766000128.0,0.12112807720899581,2,OK,0.48388671875,0.00033344448149383126,0.82703
rover_2025_04_05_16_58_30_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_16_52_21_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.06,0.02,0.0003354579000335458,False,,-0.06,0.02,2982,rover,-0.3943726420402527,0.8527450400090524,0.9074658097901597,12,0.3362816497683525,-0.03999999999999926,0.92,False,False,1530,0.48692152917505027,-0.3655105531215668,0.18496732026143792,0.3833508246284292,0.19924116134643555,0.8645293245719843,0.9476773026180699,12,0.1751376362517476,-0.0799999999999993,0.9400000000000001,False,False,1480,0.5036887994634474,0.14298786222934723,0.21013513513513513,0.4228021892685322,57.56344223022461,FLAG:r0_noisy;FLAG:r1_noisy,5766000128.0,4.400062084197996,2,FLAG,0.4888916015625,0.0,0.82703
rover_2025_04_05_17_26_47_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_17_26_14_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.05,-0.01,0.00033344448149383126,False,,-0.05,-0.01,3000,rover,-0.4188779294490814,0.9450488392758536,1.0385729561507957,12,0.26891016215085983,-0.059999999999999276,0.9,True,False,1559,0.4803333333333333,-0.3581688404083252,0.2520846696600385,0.5182944604241171,0.35780268907546997,1.0241252539331864,1.0624180930487093,12,0.5502883791923523,-0.03999999999999926,0.9400000000000001,False,False,1552,0.4826666666666667,0.3333488404750824,0.2957474226804124,0.5762500318737047,55.35969161987305,FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,0.0,3.8745386123657224,2,FLAG,0.49200439453125,0.0,0.82703
rover_2025_04_05_17_31_17_nRX2_bounce_spacing0p035_tag_RO1.rover_2025_04_05_17_26_14_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.07,-0.03,0.0003641660597232338,False,,0.07,-0.03,2747,rover,-0.1808042824268341,1.0132866570321835,1.0380806550459436,12,0.1030975691974163,0.04000000000000081,0.9400000000000001,False,False,1972,0.2821259555879141,-0.17766091227531433,0.23782961460446247,0.28818888018763783,-0.2017149031162262,1.0297287789436664,1.0603869126098284,12,0.11412118887528777,0.10000000000000087,1.0,False,False,1973,0.28176192209683293,-0.21305057406425476,0.23162696401419158,0.30351517831298036,53.53501510620117,FLAG:r0_noisy;FLAG:r1_noisy,5766000128.0,4.14320802688599,2,FLAG,0.482147216796875,0.0,0.67317
rover_2025_04_05_17_55_14_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_17_57_07_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.09,0.01,0.00033344448149383126,False,,-0.09,0.01,3000,rover,-0.21931269764900208,1.1131269381472524,1.2110414521913695,12,0.2740662693977356,-0.0799999999999993,0.9,True,False,745,0.7516666666666667,-0.12783515453338623,0.28187919463087246,0.41568064566499846,0.38649600744247437,0.9181013944848982,1.0478193095026052,12,0.5926521122455597,-0.09999999999999931,0.9,True,False,735,0.755,0.33526355028152466,0.254421768707483,0.44364709193136914,56.297149658203125,FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,2.745306215286252,2,FLAG,0.4930419921875,0.0,0.82703
rover_2025_04_05_21_48_21_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_22_00_27_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.26,0.54,0.0,False,,0.26,0.54,1601,rover,-0.916451096534729,1.4746385584084483,1.6233284495996307,6,1.7633612304925919,0.8000000000000015,1.1,True,False,322,0.7988757026858213,-1.873186707496643,0.5838509316770186,0.5947236803180356,0.21185021102428436,1.315809437198777,1.6933330459043805,12,1.3928595185279846,-0.27999999999999947,0.9600000000000001,False,False,609,0.6196127420362274,-0.023618808016180992,0.5188834154351396,1.0791898807234253,51.5086555480957,FLAG:heading=0.26;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,4.472306652069092,2,FLAG,0.4901885986328125,0.0,0.82703
rover_2025_04_05_21_55_51_nRX2_bounce_spacing0p035_tag_RO1.rover_2025_04_05_22_00_27_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.0,-0.9,0.0,False,,0.0,-0.9,2248,rover,-0.2647175192832947,1.7131552758197996,1.996641438515334,11,3.358140707015991,-0.9,0.9,True,False,962,0.5720640569395018,-0.7142447829246521,0.5862785862785863,1.3748633461869073,-0.006587808486074209,1.6076841638651536,1.8113991913254441,12,2.49390572309494,0.9000000000000016,1.0,True,False,1093,0.5137900355871886,-0.21224458515644073,0.5928636779505947,1.1657153168662981,52.4893798828125,FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,0.0,4.213895578384395,2,FLAG,0.49192047119140625,0.0,0.67317
rover_2025_04_05_22_18_11_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_22_00_27_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.34,-0.1,0.0006451612903225806,False,,-0.34,-0.1,1551,rover,-0.36340272426605225,1.2801780868859873,1.741050999559992,10,0.9992627203464508,-0.4399999999999996,0.9,True,False,421,0.7285622179239201,0.011537916958332062,0.47743467933491684,0.8731114559537848,0.3681401312351227,1.3734957529675145,1.6916008324176133,12,2.325995981693268,-0.23999999999999944,0.92,False,False,852,0.45067698259187616,-0.20042595267295837,0.5352112676056338,1.3159123681666978,48.93875503540039,FLAG:heading=-0.34;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,2.5156822919845574,2,FLAG,0.4909820556640625,0.0,0.82703
rover_2025_04_05_22_18_11_nRX2_bounce_spacing0p043_tag_RO3.rover_2025_04_05_22_33_14_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,-0.53,0.07,0.0,False,,-0.53,0.07,1272,rover,-0.6962651014328003,1.1835877572590914,1.5436012999543713,8,0.782583087682724,-0.45999999999999963,0.9,True,False,360,0.7169811320754718,-0.2548545002937317,0.5694444444444444,0.8322096425381952,-0.40993985533714294,1.4759428146883689,1.7606017638038503,11,0.6083547472953796,-0.5999999999999998,0.9600000000000001,False,False,655,0.485062893081761,0.860515296459198,0.6091603053435114,1.280468634434384,56.95775604248047,FLAG:heading=-0.53;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,4.490986251831054,2,FLAG,0.490631103515625,0.0,0.82703
rover_2025_03_29_18_45_05_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_18_44_19_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.17,0.05,0.0016672224074691564,False,,0.17,0.05,3000,rover,-0.47697877883911133,0.48462227693018517,0.8797497241168011,12,0.29704949259757996,0.22000000000000097,0.9600000000000001,False,False,2850,0.050000000000000044,-0.3918359875679016,0.30666666666666664,0.2573211461805064,-0.08420189470052719,0.42116621310490554,0.6661343063259896,12,0.18503601104021072,0.12000000000000088,0.9800000000000001,False,False,2821,0.059666666666666646,-0.08912613242864609,0.10386387805742645,0.18456730847987102,13.321405410766602,,0.0,0.23436239063739772,2,OK,0.48211669921875,0.0,0.82703
rover_2025_03_29_19_20_32_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_19_19_11_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.16,0.02,0.00033344448149383126,False,,0.16,0.02,3000,rover,-0.39045143127441406,0.44043048258030887,0.7898217882070724,12,0.06056560715660453,0.18000000000000094,0.9600000000000001,False,False,2597,0.1343333333333333,-0.2260800451040268,0.2603003465537158,0.2867104939975667,0.016780078411102295,0.3466967081539183,0.6596264264899337,12,0.08703772723674774,0.1400000000000009,0.9600000000000001,False,False,2707,0.09766666666666668,-0.04748501628637314,0.08311784263021796,0.14499350724440113,12.82281494140625,,0.0,0.16250651866197577,2,OK,0.486083984375,0.0,0.82703
rover_2025_03_29_19_24_12_nRX2_diamond_spacing0p035_tag_RO1.rover_2025_03_29_19_19_11_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.07,-0.09,0.00033344448149383126,False,,0.07,-0.09,3000,rover,-0.05630715936422348,0.772020988712703,0.8001625834599677,5,0.16063403338193893,-0.01999999999999924,0.9,True,False,1918,0.3606666666666667,-0.41244012117385864,0.16684045881126172,0.24640104907627802,-0.01609567552804947,1.0260642318697029,1.0389409388515267,5,0.18974972516298294,0.16000000000000092,1.1,True,False,2452,0.18266666666666664,0.6258809566497803,0.1961663947797716,0.22278814251503445,38.19406509399414,FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,5766000128.0,4.0487197113037094,2,FLAG,0.489990234375,0.0,0.67317
rover_2025_03_29_19_55_37_nRX2_center_spacing0p043_tag_RO3.rover_2025_03_29_19_55_37_nRX1_circle_spacing0p05075_tag_RO2,PLUTO,0.15,0.01,0.00033344448149383126,False,,0.15,0.01,3000,rover,-0.2092321366071701,0.5849152357688381,0.8854589713966737,12,0.1891216840595007,0.16000000000000092,0.9600000000000001,False,False,2595,0.135,-0.17934715747833252,0.24971098265895952,0.4580286015878584,-0.36590370535850525,0.45016527385995225,0.6996087632850175,12,0.24802791327238083,0.1400000000000009,0.9400000000000001,False,False,2705,0.09833333333333338,-0.40383702516555786,0.17005545286506468,0.32473002151065383,13.283699035644531,,5766000128.0,0.14593664407730103,2,OK,0.486114501953125,0.0,0.82703
wallarrayv3_2024_06_04_04_15_18_nRX2_rx_circle,PLUTO,0.07,0.06,0.0,False,,,,1000,wall,-0.12086067348718643,0.502415366281149,1.0579230517004021,12,0.12038266658782959,0.13000000000000045,1.6400000000000008,False,False,999,0.0010000000000000009,-0.14785782992839813,0.36236236236236236,0.2964236866702663,-0.15391193330287933,0.5493966141529409,0.9833163669437165,12,0.4076696038246155,0.010000000000000342,1.5400000000000007,False,False,999,0.0010000000000000009,-0.3111361861228943,0.3153153153153153,0.42801444225321844,0.9499951601028442,FLAG:r0_gain=1.64;FLAG:r1_gain=1.54,2412000000.0,0.00961208414286375,2,FLAG,0.99603271484375,0.0,0.32182
wallarrayv3_2024_06_04_06_07_15_nRX2_rx_circle,PLUTO,0.03,0.16,0.0,False,,,,1000,wall,-0.6857110857963562,0.6444082431746664,0.81107274656782,7,0.13868651166558266,0.1900000000000005,1.6600000000000008,False,False,1000,0.0,0.08984347432851791,0.209,0.30018836672855836,0.14627502858638763,0.45046310569463544,0.9199944728706022,7,0.124421376734972,-0.12999999999999978,1.7000000000000008,False,False,1000,0.0,-0.5644972920417786,0.287,0.07076680119199386,0.9499932527542114,FLAG:r0_gain=1.66;FLAG:r1_gain=1.70,2412000000.0,0.00455931139178574,2,FLAG,0.9971923828125,0.0,0.32182
wallarrayv3_2024_06_04_06_40_39_nRX2_rx_circle,PLUTO,0.05,0.16,0.0,False,,,,1000,wall,-0.8355220556259155,0.6336082588538362,0.802065494058235,7,0.1525566540658474,0.21000000000000052,1.6600000000000008,False,False,1000,0.0,-0.055568549782037735,0.209,0.30537994307406,0.030215514823794365,0.34745238252328764,0.8509094113726854,7,0.12525104731321335,-0.10999999999999976,1.6800000000000008,False,False,998,0.0020000000000000018,-0.6550499796867371,0.251503006012024,0.05366574301130336,0.9499931931495667,FLAG:r0_gain=1.66;FLAG:r1_gain=1.68,2412000000.0,0.004720762567594647,2,FLAG,0.9974365234375,0.0,0.32182
wallarrayv3_2024_06_04_07_08_55_nRX2_rx_circle,PLUTO,0.05,0.14,0.0,False,,,,1000,wall,-0.8776280283927917,0.6139835297180329,0.7942748189523892,7,0.11206718534231186,0.1900000000000005,1.6600000000000008,False,False,1000,0.0,-0.10260169208049774,0.201,0.3020648467019176,-0.006383190397173166,0.3766142354541653,0.8597621392504802,7,0.14783191308379173,-0.08999999999999975,1.6600000000000008,False,False,1000,0.0,-0.6306774020195007,0.257,0.07100035807503427,0.9499966502189636,FLAG:r0_gain=1.66;FLAG:r1_gain=1.66,2412000000.0,0.004554844321683049,2,FLAG,0.99560546875,0.0,0.32182
wallarrayv3_2024_06_03_11_40_03_nRX2_rx_circle,PLUTO,0.1,0.07,0.0,False,,,,1000,wall,0.15306545794010162,0.6369440581117258,1.0231589018204008,12,0.08393026515841484,0.17000000000000048,1.5400000000000007,False,False,999,0.0010000000000000009,0.1813589334487915,0.33233233233233234,0.35767427539987395,-0.048160601407289505,0.6052399726078006,1.017233587061825,12,0.3741058111190796,0.03000000000000036,1.5400000000000007,False,False,1000,0.0,-0.20245768129825592,0.342,0.4099409399823762,0.9499937295913696,FLAG:r0_gain=1.54;FLAG:r1_gain=1.54,2412000000.0,0.00978567775338888,2,FLAG,0.99560546875,0.0,0.32182
wallarrayv3_2024_06_03_12_05_51_nRX2_rx_circle,PLUTO,0.08,0.07,0.0,False,,,,1000,wall,-0.26154622435569763,0.4842149254646928,1.046606798120104,12,0.19321365654468536,0.15000000000000047,1.6400000000000008,False,False,1000,0.0,-0.23698557913303375,0.361,0.3163441077525071,-0.12355093657970428,0.5293417485770904,0.995363124595969,12,0.41869358718395233,0.010000000000000342,1.5600000000000007,False,False,1000,0.0,-0.2948765456676483,0.313,0.4003810873531311,0.9499934315681458,FLAG:r0_gain=1.64;FLAG:r1_gain=1.56,2412000000.0,0.009653456676751375,2,FLAG,0.995147705078125,0.0,0.32182
wallarrayv3_2024_06_03_12_27_00_nRX2_rx_circle,PLUTO,0.08,0.03,0.0,False,,,,1000,wall,-0.16411283612251282,0.5189551407440045,1.008130282194864,12,0.07806019857525826,0.11000000000000043,1.6000000000000008,False,False,999,0.0010000000000000009,-0.18332158029079437,0.3383383383383383,0.3226976888952098,-0.16136449575424194,0.5764458990691845,1.1102252442130283,12,0.48717644810676575,0.05000000000000038,1.6200000000000008,False,False,1000,0.0,-0.38958993554115295,0.348,0.4265751736434325,0.9499944448471069,FLAG:r0_gain=1.60;FLAG:r1_gain=1.62,2412000000.0,0.009516370873898268,2,FLAG,0.99578857421875,0.0,0.32182
wallarrayv3_2024_06_03_12_48_41_nRX2_bounce,PLUTO,0.12,0.09,0.0,False,,,,5000,wall,-0.0036192541010677814,0.6680072081799409,1.082181568928129,12,0.28103043884038925,0.21000000000000052,1.6000000000000008,False,False,4994,0.0011999999999999789,-0.14252518117427826,0.36263516219463354,0.2838082572630466,-0.3475131392478943,0.7255046485762469,1.041826172378463,12,0.5383470803499222,0.03000000000000036,1.5200000000000007,False,False,4998,0.00039999999999995595,-0.2950822412967682,0.3479391756702681,0.40733516640519796,1.1653368473052979,FLAG:r0_gain=1.60;FLAG:r1_gain=1.52,2412000000.0,0.007970244046300649,2,FLAG,0.99560546875,0.0,0.32182
wallarrayv3_2024_06_04_16_33_49_nRX2_bounce,PLUTO,0.15,0.08,0.0,False,,,,5000,wall,-0.5102531313896179,0.5714976916062133,1.2102413514507309,12,0.43666544556617737,0.23000000000000054,1.6400000000000008,False,False,4995,0.0010000000000000009,-0.1717817634344101,0.43743743743743746,0.2901345499846504,-0.5062742829322815,0.5836591293297435,0.9483993195793964,12,0.5671311020851135,0.0700000000000004,1.5800000000000007,False,False,4995,0.0010000000000000009,-0.3120299279689789,0.3103103103103103,0.4129063220198896,1.216212272644043,FLAG:r0_gain=1.64;FLAG:r1_gain=1.58,2412000000.0,0.0036464435467496495,2,FLAG,0.99560546875,0.0,0.32182
wallarrayv3_2024_06_04_18_13_29_nRX2_rx_circle,PLUTO,0.05,0.16,0.0,False,,,,1000,wall,-0.6466752886772156,0.5981383778781064,0.7920061103170871,7,0.22085995599627495,0.21000000000000052,1.6800000000000008,False,False,1000,0.0,0.1370554119348526,0.21,0.36327959362479884,0.12505783140659332,0.44748940346068794,0.913763209193991,7,0.1631242334842682,-0.10999999999999976,1.7200000000000009,False,False,999,0.0010000000000000009,-0.6221107244491577,0.26126126126126126,0.03465332048555697,0.9499963521957397,FLAG:r0_gain=1.68;FLAG:r1_gain=1.72,2412000000.0,0.0046139875706285235,2,FLAG,0.995361328125,0.0,0.32182
wallarrayv3_2024_06_04_18_47_15_nRX2_rx_circle,PLUTO,0.05,0.14,0.0,False,,,,1000,wall,-0.7739774584770203,0.5553317827988846,0.739356776357131,7,0.27752646803855896,0.1900000000000005,1.6600000000000008,False,False,1000,0.0,-0.011482847854495049,0.175,0.3054381333866529,0.15841570496559143,0.3891930847404381,0.8131851095490331,7,0.11564842611551285,-0.08999999999999975,1.6000000000000008,False,False,998,0.0020000000000000018,-0.3888147473335266,0.24448897795591182,0.06129825188308905,0.9499953985214233,FLAG:r0_gain=1.66;FLAG:r1_gain=1.60,2412000000.0,0.004602998653426766,2,FLAG,0.995849609375,0.0,0.32182
wallarrayv3_2024_06_04_19_14_43_nRX2_rx_circle,PLUTO,0.03,0.16,0.0,False,,,,1000,wall,-0.7591009140014648,0.581686980563176,0.7664412604218489,7,0.2502194195985794,0.1900000000000005,1.6600000000000008,False,False,1000,0.0,0.005906050093472004,0.191,0.32840218340691935,0.14632391929626465,0.38949281649031353,0.8343304311443009,7,0.1252574659883976,-0.12999999999999978,1.6600000000000008,False,False,1000,0.0,-0.5031914114952087,0.243,0.08675231334303975,0.9499928951263428,FLAG:r0_gain=1.66;FLAG:r1_gain=1.66,2412000000.0,0.004501351956278085,2,FLAG,0.996337890625,0.0,0.32182
wallarrayv3_2024_06_03_00_30_00_nRX2_rx_circle,PLUTO,0.1,0.07,0.0,False,,,,1000,wall,-0.07904739677906036,0.5648719527298914,1.0016133288074,12,0.11221754923462868,0.17000000000000048,1.5600000000000007,False,False,999,0.0010000000000000009,-0.03776228427886963,0.3353353353353353,0.3037606087936519,-0.21545393764972687,0.5737611153716433,1.0244876046052223,12,0.3052534908056259,0.03000000000000036,1.5600000000000007,False,False,997,0.0030000000000000027,-0.37828317284584045,0.3319959879638917,0.36430146111654294,0.9499921202659607,FLAG:r0_gain=1.56;FLAG:r1_gain=1.56,2412000000.0,0.009591881986707447,2,FLAG,0.9962158203125,0.0,0.32182
wallarrayv3_2024_06_03_00_56_14_nRX2_rx_circle,PLUTO,0.09,0.06,0.0,False,,,,1000,wall,-0.25629734992980957,0.5104780808954255,1.0481836480671594,12,0.20485525578260422,0.15000000000000047,1.6200000000000008,False,False,998,0.0020000000000000018,-0.23341858386993408,0.3687374749498998,0.3009485137306031,-0.23974178731441498,0.5605412659048769,1.2348284311079256,12,0.49996234476566315,0.03000000000000036,1.7000000000000008,False,False,994,0.006000000000000005,-0.46884119510650635,0.43158953722334004,0.4013112365591839,0.9499918818473816,FLAG:r0_gain=1.62;FLAG:r1_gain=1.70,2412000000.0,0.009703621063381433,2,FLAG,0.99530029296875,0.0,0.32182
wallarrayv3_2024_06_03_01_17_43_nRX2_rx_circle,PLUTO,0.08,0.07,0.0,False,,,,1000,wall,-0.05303211510181427,0.5387959858060888,0.956482212070748,12,0.16023627668619156,0.15000000000000047,1.5400000000000007,False,False,998,0.0020000000000000018,-0.06428539007902145,0.30861723446893785,0.3009847488917625,-0.3853934407234192,0.5394026747197704,1.1066017949286762,12,0.31852179765701294,0.010000000000000342,1.6200000000000008,False,False,999,0.0010000000000000009,-0.5573431849479675,0.37237237237237236,0.3481304999480405,0.9499950408935547,FLAG:r0_gain=1.54;FLAG:r1_gain=1.62,2412000000.0,0.009582900274544953,2,FLAG,0.995880126953125,0.0,0.32182
wallarrayv3_2024_06_03_01_40_27_nRX2_bounce,PLUTO,0.12,0.07,0.0,False,,,,5000,wall,0.04933307692408562,0.5973099846143807,1.27927698017987,12,0.09486552327871323,0.1900000000000005,1.6600000000000008,False,False,4982,0.0036000000000000476,-0.27170222997665405,0.469690887193898,0.30217124307273796,-0.4750439524650574,0.7134428628794302,0.949295511791791,12,0.628542959690094,0.05000000000000038,1.5000000000000007,False,False,4989,0.0021999999999999797,-0.2843714654445648,0.30126277811184604,0.4155743511229924,1.3533225059509277,FLAG:r0_gain=1.66;FLAG:r1_gain=1.50,2412000000.0,0.008255690708756421,2,FLAG,0.9959564208984375,0.0,0.32182
wallarrayv3_2024_06_03_03_06_03_nRX2_bounce,PLUTO,0.13,0.06,0.0,False,,,,5000,wall,-0.09942907840013504,0.6157273512441191,1.5608769952085086,12,0.09594830125570297,0.1900000000000005,1.7000000000000008,False,False,4990,0.0020000000000000018,-0.13039255142211914,0.6140280561122244,0.2538241935587317,-0.2842205762863159,0.6791643124131976,0.8538413746472701,12,0.5698067098855972,0.0700000000000004,1.4600000000000006,False,False,4996,0.0008000000000000229,-0.23321720957756042,0.21817453963170536,0.4559653886709013,1.033726453781128,FLAG:r0_gain=1.70;FLAG:r1_gain=1.46,2412000000.0,0.007319023534655567,2,FLAG,0.99609375,0.0,0.32182
wallarrayv3_2024_06_03_04_32_10_nRX2_bounce,PLUTO,0.1,0.03,0.0,False,,,,5000,wall,-0.018269794061779976,0.6741874731772352,1.6256067170402342,12,0.5236310064792633,0.13000000000000045,1.760000000000001,False,False,4990,0.0020000000000000018,-0.09912102669477463,0.5943887775551102,0.28407130884529785,-0.07283975183963776,0.6620605585787691,0.9781648231662735,12,0.6373138725757599,0.0700000000000004,1.5800000000000007,False,False,4988,0.0023999999999999577,-0.0736817941069603,0.29991980753809144,0.3485995524337896,1.0436770915985107,FLAG:r0_gain=1.76;FLAG:r1_gain=1.58,2412000000.0,0.007278150152415037,2,FLAG,0.99609375,0.0,0.32182
wallarrayv3_2024_06_03_06_06_35_nRX2_rx_circle,PLUTO,0.1,0.07,0.0,False,,,,1000,wall,-0.2220781147480011,0.5523133038839473,1.0001885713164986,12,0.10279224812984467,0.17000000000000048,1.5600000000000007,False,False,1000,0.0,-0.22592881321907043,0.317,0.3294926196323529,-0.08974304795265198,0.5522667891910622,0.9970752144299802,12,0.30384041368961334,0.03000000000000036,1.5400000000000007,False,False,1000,0.0,-0.2434084713459015,0.32,0.3785668142681094,0.9499950408935547,FLAG:r0_gain=1.56;FLAG:r1_gain=1.54,2412000000.0,0.009605690166354179,2,FLAG,0.99652099609375,0.0,0.32182
wallarrayv3_2024_06_03_06_32_54_nRX2_rx_circle,PLUTO,0.08,0.07,0.0,False,,,,1000,wall,-0.2598835229873657,0.5068637494815373,1.059024962263412,12,0.15188699960708618,0.15000000000000047,1.6400000000000008,False,False,1000,0.0,-0.2250395119190216,0.346,0.3301616096785862,-0.14868706464767456,0.5010649545482627,0.9988740900747055,12,0.3886827826499939,0.010000000000000342,1.5600000000000007,False,False,1000,0.0,-0.292182981967926,0.343,0.39641585920166533,0.949993371963501,FLAG:r0_gain=1.64;FLAG:r1_gain=1.56,2412000000.0,0.009566712994128465,2,FLAG,0.995849609375,0.0,0.32182
wallarrayv3_2024_06_03_14_14_51_nRX2_bounce,PLUTO,0.07,0.1,0.0,False,,,,5000,wall,0.24879653751850128,0.5794068893742643,1.4850144464580015,12,0.1532246209681034,0.17000000000000048,1.7200000000000009,False,False,4999,0.00019999999999997797,-0.1419677883386612,0.5099019803960793,0.2665574944827934,-0.30077406764030457,0.6894740028570273,0.8590944005455786,12,0.3468238413333893,-0.029999999999999694,1.4600000000000006,False,False,4998,0.00039999999999995595,-0.3607686460018158,0.2342937174869948,0.4109850749610049,1.2281687259674072,FLAG:r0_gain=1.72;FLAG:r1_gain=1.46,2412000000.0,0.007796958070248365,2,FLAG,0.99560546875,0.0,0.32182
wallarrayv3_2024_06_03_15_40_21_nRX2_bounce,PLUTO,0.1,0.07,0.0,False,,,,5000,wall,-0.22291803359985352,0.5856181991328818,1.2381841097975894,12,0.1849507838487625,0.17000000000000048,1.6600000000000008,False,False,4997,0.0006000000000000449,-0.10102179646492004,0.48268961376826097,0.21810859250688844,-0.03843042626976967,0.6425708665988588,0.8975776870385144,12,0.6406597048044205,0.03000000000000036,1.4800000000000006,False,False,4996,0.0008000000000000229,-0.238038569688797,0.24699759807846278,0.4393633553757446,0.993535041809082,FLAG:r0_gain=1.66;FLAG:r1_gain=1.48,2412000000.0,0.008215225748717784,2,FLAG,0.995849609375,0.0,0.32182
