key,device,d_lambda,n_datasets,spatially_aliased,max_theoretical_bearing_solutions,repo_sign_wins,nominal_kappa,nominal_phase_sigma_deg,opposite_sign_kappa,cal_kappa,cal_phase_sigma_deg,cal_effective_spacing_gain,cal_effective_d_lambda,cal_theta_shift_deg,cal_phase_offset_deg,cal_fit_status,uniform_nosym_tv,nominal_nosym_tv,nominal_nosym_js_nats,nominal_nosym_corr,opposite_nosym_tv,opposite_nosym_js_nats,cal_nosym_tv,cal_nosym_js_nats,cal_nosym_corr,cal_nosym_map_agreement,cal_nosym_empirical_mass_at_map,cal_tv_skill_vs_uniform,nominal_sym_tv,nominal_sym_js_nats,nominal_sym_corr,cal_sym_tv,cal_sym_js_nats,cal_sym_corr,cal_sym_map_agreement,nosym_nonempty_phi_rows,sym_nonempty_phi_rows,fit_objective_nominal,fit_objective_calibrated,fit_objective_opposite_sign,physical_spacing_mm,rx_lo_hz,rx_lo_ghz,band,provenance_n_datasets,device_name,device_band,rho_regime
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,8,True,4,True,2.006454201,48.50521939,0.1178919484,6.373705661,23.73110192,0.9756501337,0.5813704017,2.143167483,46.68138536,ok,0.7074804894,0.5878343609,0.2690325507,0.3545367207,0.7066465245,0.3664143414,0.2636062149,0.0663749766,0.8536172121,0.1538461538,0.1163325028,0.6274014353,0.2983005073,0.07466783703,0.6381462163,0.2229636261,0.04274090447,0.8075949957,0.07692307692,65,65,0.2690325507,0.0663749766,0.3664143414,72.0,2464000000.0,2.464,2.4 GHz,8,bladeRF,"bladeRF, 2.4 GHz",0.50–1.00
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,21,True,4,True,1.900995079,50.24076343,0.04143105431,5.744880215,25.14326655,0.9199179877,0.6048644753,2.236637005,46.55475347,ok,0.6814022554,0.5596439912,0.2459957369,0.3522217567,0.6813020856,0.3394798381,0.2162747912,0.04526601294,0.8675790582,0.2153846154,0.1134433107,0.6826033529,0.2994826936,0.07393553959,0.6191879709,0.1837615002,0.03076695778,0.8434142453,0.1538461538,65,65,0.2459957369,0.04526601294,0.3394798381,80.0,2464000000.0,2.464,2.4 GHz,21,bladeRF,"bladeRF, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.12208,PLUTO,0.12208,94,False,2,True,1.223119316,65.53536608,0.006737989017,0.7008439016,85.25545091,2.708863276,0.3306980287,5.910065455,16.80352452,ok,0.315272446,0.2666871023,0.05213209442,0.4891613229,0.3156985349,0.07318637405,0.2542743976,0.04826278631,0.5574889985,0.06153846154,0.02548564338,0.193477258,0.1374568388,0.01363826045,0.756654219,0.1320828786,0.01254460032,0.7877865094,0.1076923077,65,65,0.05213209442,0.04826278631,0.07318637405,40.0,915000000.0,0.915,0.9 GHz,94,Pluto,"Pluto, 0.9 GHz",<0.25
SDRDEVICE.PLUTO_0.13124,PLUTO,0.13124,65,False,2,True,1.210499308,65.90784528,0.00673798873,0.7298327724,83.86365571,2.327475153,0.3054578391,3.635102551,19.69502464,ok,0.3227017828,0.2669245997,0.05393947254,0.4976912439,0.3231721393,0.07709622558,0.260110446,0.05144352547,0.5426260035,0.01538461538,0.02520265913,0.1939603067,0.1319386602,0.01294799557,0.7630609523,0.1277186609,0.01280528867,0.7735500056,0.0,65,65,0.05393947254,0.05144352547,0.07709622558,43.0,915000000.0,0.915,0.9 GHz,65,Pluto,"Pluto, 0.9 GHz",<0.25
SDRDEVICE.PLUTO_0.20114,PLUTO,0.20114,160,False,2,True,2.490247791,42.04720752,0.006737988419,2.900618724,38.02272384,2.173374871,0.4371526215,3.483626799,-8.406787057,ok,0.593093133,0.3985185106,0.1293048511,0.5434180368,0.5935337303,0.2392920802,0.2259889404,0.04764663725,0.8369214076,0.1076923077,0.06391922919,0.6189655084,0.2991395651,0.08476744957,0.6535425833,0.1196355475,0.01553614401,0.9508472476,0.2923076923,65,65,0.1293048511,0.04764663725,0.2392920802,25.0,2412000000.0,2.412,2.4 GHz,160,Pluto,"Pluto, 2.4 GHz",<0.25
SDRDEVICE.PLUTO_0.21367,PLUTO,0.21367,160,False,2,True,0.2035244093,122.6256064,0.006737979926,1.344586386,62.14650572,0.6340021227,0.1354672336,4.189520532,74.75771483,ok,0.3379490108,0.3362372046,0.08556347913,0.1356167333,0.3380694363,0.08710642295,0.2791204551,0.05931092842,0.5364288051,0.07692307692,0.03078102299,0.1740752416,0.1894195106,0.02907759395,0.1440861087,0.1876625286,0.02784024524,0.3001601356,0.1384615385,65,65,0.08556347913,0.05931092842,0.08710642295,70.0,915100000.0,0.9151,0.9 GHz,160,Pluto,"Pluto, 0.9 GHz",<0.25
SDRDEVICE.PLUTO_0.21715,PLUTO,0.21715,93,False,2,True,1.335382121,62.39141477,0.006737988955,1.201360701,66.18009958,1.796683122,0.3901497399,5.204787183,-2.07340475,ok,0.3935156287,0.2776499809,0.05868581371,0.6120833269,0.3942713512,0.1134366072,0.2432632783,0.04802606089,0.7090531568,0.0,0.0343823967,0.3818205415,0.1606354605,0.01853052202,0.8130349759,0.1162397675,0.01223075907,0.8959366585,0.1846153846,65,65,0.05868581371,0.04802606089,0.1134366072,75.0,868000000.0,0.868,0.9 GHz,93,Pluto,"Pluto, 0.9 GHz",<0.25
SDRDEVICE.PLUTO_0.22891,PLUTO,0.22891,51,False,2,True,0.9704809459,73.84257577,0.006737989348,0.9355255282,75.15136851,1.186892461,0.2716915533,13.30122817,6.311709607,ok,0.3307002983,0.2458748677,0.04806848499,0.5856711566,0.3315636279,0.08230262575,0.239727089,0.04376967315,0.623037503,0.0,0.02047994612,0.2750926135,0.1143527012,0.01050637817,0.8508697161,0.1115663712,0.009989735436,0.8597646456,0.04615384615,65,65,0.04806848499,0.04376967315,0.08230262575,75.0,915000000.0,0.915,0.9 GHz,51,Pluto,"Pluto, 0.9 GHz",<0.25
SDRDEVICE.PLUTO_0.28159,PLUTO,0.28159,150,False,2,True,2.00685674,48.49885251,0.006737980792,2.994788021,37.23925256,1.757240667,0.4948213995,4.437038866,-7.996718846,ok,0.5951230168,0.4192118997,0.1381044408,0.5313017706,0.5952540737,0.2399081672,0.2200400393,0.04143831893,0.8645304751,0.1538461538,0.06980155425,0.6302612517,0.327819654,0.09397485746,0.63518112,0.1091457434,0.01207674697,0.9644555623,0.4153846154,65,65,0.1381044408,0.04143831893,0.2399081672,35.0,2412000000.0,2.412,2.4 GHz,150,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.32182,PLUTO,0.32182,214,False,2,True,2.054592891,47.75709589,0.006737981382,2.944170387,37.65470536,1.591895957,0.5123039568,4.188747407,-9.13989235,ok,0.6001636602,0.4202282654,0.1378949825,0.5411007071,0.600165298,0.2438158136,0.2433032088,0.0497168554,0.8415273856,0.1076923077,0.07631840973,0.5946052303,0.3146211247,0.08676214038,0.6680092345,0.1179666743,0.01317669299,0.9594619012,0.5076923077,65,65,0.1378949825,0.0497168554,0.2438158136,40.0,2412000000.0,2.412,2.4 GHz,214,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.40831,PLUTO,0.40831,131,False,2,True,2.161706278,46.18424927,0.2959268704,2.926878725,37.79963057,1.357159891,0.5541419551,4.614433035,-5.444343151,ok,0.603306274,0.3987037372,0.1280242484,0.6168002439,0.5953760689,0.2452803836,0.2523066057,0.05453079919,0.8286540512,0.1076923077,0.07553684401,0.5817934993,0.2764094024,0.07603129359,0.7579108735,0.1286499388,0.01700135852,0.9496699712,0.3538461538,65,65,0.1280242484,0.05453079919,0.2452803836,51.0,2412000000.0,2.412,2.4 GHz,131,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.41762,PLUTO,0.41762,31,False,2,True,1.455761953,59.32999146,0.006737984228,1.599853172,56.03593787,0.9890636708,0.4130527702,-8.754729881,-3.287635184,ok,0.4262336457,0.2286469811,0.04405562811,0.7975132745,0.4264143958,0.1283619963,0.1908351465,0.03414773482,0.8676402384,0.1846153846,0.05519619166,0.5522757332,0.1023879624,0.009776957506,0.9512108215,0.1066930438,0.01106514938,0.950108012,0.4,65,65,0.04405562811,0.03414773482,0.1283619963,51.0,2467000000.0,2.467,2.4 GHz,31,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.41764,PLUTO,0.41764,18,False,2,True,2.187393253,45.82491393,0.006737982059,2.807929927,38.84027073,1.075027444,0.4489744619,-10.5217202,-9.69168588,ok,0.5597751703,0.3095977097,0.08372090911,0.7190757643,0.5599431791,0.2254745257,0.206644895,0.04458691553,0.8796598464,0.03076923077,0.0554072378,0.6308430492,0.1339106262,0.01610900863,0.9287683417,0.1122136802,0.01289847036,0.951976453,0.2307692308,65,65,0.08372090911,0.04458691553,0.2254745257,51.0,2467100000.0,2.4671,2.4 GHz,18,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.48083,PLUTO,0.48083,63,False,2,True,3.18823514,35.76361999,0.5140495846,3.980583506,31.13064041,1.235866006,0.5942414518,1.572276362,-9.942930535,ok,0.6335443553,0.3520589655,0.1100946081,0.7368060411,0.6191584945,0.2839127195,0.1887918449,0.0328506778,0.9022357309,0.1846153846,0.08992303014,0.7020069023,0.2805116381,0.07760752707,0.8264420897,0.130688714,0.01572392192,0.9594540326,0.4153846154,65,65,0.1100946081,0.0328506778,0.2839127195,25.0,5766000000.0,5.766,5.8 GHz,63,Pluto,"Pluto, 5.8 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.48273,PLUTO,0.48273,171,False,2,True,2.487438753,42.07871349,0.3103036215,2.874562578,38.24773604,1.133614185,0.5472295754,4.660363191,-6.923347154,ok,0.5990888579,0.318133119,0.08358659015,0.7478879978,0.5904310879,0.2400467106,0.2493091968,0.05272529444,0.836554871,0.1538461538,0.07761644588,0.5838527232,0.157846034,0.02940720182,0.9190502972,0.1248165589,0.0161323139,0.9516498651,0.2615384615,65,65,0.08358659015,0.05272529444,0.2400467106,60.0,2412000000.0,2.412,2.4 GHz,171,Pluto,"Pluto, 2.4 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.48400,PLUTO,0.484,60,False,2,True,3.350673937,34.64704599,0.5795673421,3.951744315,31.26861905,1.255199039,0.6075163348,1.436743104,1.482857476,ok,0.6379982364,0.3441187632,0.1140145613,0.7279196759,0.6208993578,0.2939471711,0.2059467022,0.03790198755,0.8690098647,0.1692307692,0.0835798918,0.677198634,0.303813451,0.09458706475,0.7890750472,0.1449725916,0.02016476737,0.93984355,0.3230769231,65,65,0.1140145613,0.03790198755,0.2939471711,25.0,5804000000.0,5.804,5.8 GHz,60,Pluto,"Pluto, 5.8 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.48684,PLUTO,0.48684,33,False,2,True,2.406133767,43.01746573,0.5651068469,3.303903096,34.95803858,1.332807149,0.6488638322,1.883945836,8.455425051,ok,0.6134050357,0.410558838,0.1570162909,0.624237764,0.5971112985,0.2769175529,0.2481661523,0.05578291953,0.8040261686,0.1692307692,0.06794294261,0.5954285702,0.3498449455,0.1190053363,0.6998175421,0.1689482381,0.02641740244,0.9100282031,0.2,65,65,0.1570162909,0.05578291953,0.2769175529,25.0,5838000000.0,5.838,5.8 GHz,33,Pluto,"Pluto, 5.8 GHz",0.25–0.50
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,1,True,4,True,1.423096354,60.13120658,0.6248631506,2.225144421,45.30872759,0.9689177695,0.5454619475,7.848791532,60.73716458,ok,0.7990338878,0.7439919833,0.4060071725,0.1731000294,0.7909181211,0.440724883,0.7026172986,0.3820996924,0.2397463099,0.01538461538,0.02817731229,0.1206664581,0.4616782689,0.1874028119,0.3402395023,0.4368891604,0.1735266019,0.4556183047,0.06153846154,65,65,0.4060071725,0.3820996924,0.440724883,70.0,2411000000.0,2.411,2.4 GHz,1,Pluto,"Pluto, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,31,True,4,True,1.531644577,57.54815793,0.4058422909,1.857257514,51.00182661,1.075631622,0.605774217,5.763471422,36.84574206,ok,0.5803452396,0.4618890386,0.170630025,0.4555131599,0.5732973839,0.2434656303,0.4106050388,0.1418793723,0.4945046624,0.04615384615,0.02884065699,0.2924814218,0.2637404251,0.05633321714,0.6880713086,0.2180998378,0.04147305874,0.7787687626,0.1692307692,65,65,0.170630025,0.1418793723,0.2434656303,70.0,2412000000.0,2.412,2.4 GHz,31,Pluto,"Pluto, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,203,True,4,True,1.659641427,54.77560761,0.3495693894,1.757709897,52.83122845,1.044776336,0.5884075846,4.554503712,20.96940117,ok,0.5185244806,0.3658215766,0.1037452573,0.5964489779,0.510677224,0.1975941536,0.3377804284,0.09029545344,0.5963982171,0.09230769231,0.03891283857,0.3485738069,0.1961182239,0.0307276617,0.8239957165,0.1719561027,0.0248458883,0.8556855259,0.2615384615,65,65,0.1037452573,0.09029545344,0.1975941536,70.0,2412000000.0,2.412,2.4 GHz,203,Pluto,"Pluto, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,101,True,4,True,1.556432596,56.98911958,0.298306276,1.538777975,57.38614954,0.9979779707,0.5748951898,-0.9454060494,24.74206058,ok,0.5821594498,0.4708729895,0.175451814,0.4461030018,0.5791513411,0.2465294755,0.4633020782,0.1629764005,0.4186341323,0.01538461538,0.01560157235,0.2041663528,0.2799564415,0.06707655689,0.6815764237,0.2642001634,0.06146163068,0.6974303352,0.09230769231,65,65,0.175451814,0.1629764005,0.2465294755,70.0,2467100000.0,2.4671,2.4 GHz,101,Pluto,"Pluto, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,62,True,4,True,2.874700418,38.24653598,0.245819124,3.481087216,33.82126781,0.9924073135,0.5988384211,4.672432264,-6.07370555,ok,0.6097018294,0.2926266663,0.07224819116,0.7414342844,0.605938097,0.2560050545,0.2307703984,0.04796040473,0.8418457949,0.2615384615,0.09838534021,0.6215028604,0.1126700776,0.01197215328,0.9520126951,0.1105217232,0.01358248514,0.9590594896,0.2923076923,65,65,0.07224819116,0.04796040473,0.2560050545,75.0,2412000000.0,2.412,2.4 GHz,62,Pluto,"Pluto, 2.4 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,33,True,4,True,1.895468478,50.33554979,0.0724091994,2.000214495,48.60415476,0.9290596239,0.625415067,0.1184964552,-6.450746214,ok,0.4807226328,0.2222495738,0.04923384718,0.8587617789,0.4809035573,0.1534687915,0.2032985102,0.04049230187,0.8914982926,0.2461538462,0.07195690246,0.5770981095,0.161810362,0.02906092558,0.923475939,0.1526500044,0.02394413621,0.94125164,0.6,65,65,0.04923384718,0.04049230187,0.1534687915,35.0,5766000000.0,5.766,5.8 GHz,33,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,3,True,4,True,5.49535256,25.77986306,0.006737985594,7.148426632,22.28441383,1.046229659,0.7133298441,-0.2419924752,-11.46362327,ok,0.6821234253,0.3353890279,0.1087645294,0.7776478934,0.6821917661,0.346399781,0.270939642,0.07745335829,0.8551695745,0.1692307692,0.1095207575,0.6027996812,0.1938126294,0.04223275919,0.9268920988,0.1632654754,0.03507260386,0.9501187186,0.5076923077,65,65,0.1087645294,0.07745335829,0.346399781,35.0,5840000000.0,5.84,5.8 GHz,3,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,19,True,4,True,2.895608529,38.06570528,0.006737983841,3.167661259,35.91263378,1.030251355,0.7055573377,0.01352947391,-11.11725105,ok,0.5778964934,0.2431206604,0.05815137927,0.8401869351,0.5779889176,0.2460934525,0.2066868718,0.04553316953,0.8926163871,0.1692307692,0.07012332703,0.6423462088,0.1459987158,0.02296883246,0.9398784118,0.126742259,0.02023997846,0.9553642205,0.3230769231,65,65,0.05815137927,0.04553316953,0.2460934525,35.0,5866000000.0,5.866,5.8 GHz,19,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,43,True,4,True,1.463076003,59.15347706,0.006737973098,1.76708904,52.65286595,0.8915507278,0.7373391984,2.07674457,-7.612550795,ok,0.4729107703,0.2896855179,0.07928340075,0.6748961137,0.4731227463,0.1621956407,0.2574270828,0.06041543556,0.7958208268,0.04615384615,0.04725914533,0.4556540071,0.2365746565,0.05538958152,0.7574280865,0.2078953248,0.03999978369,0.861362436,0.2307692308,65,65,0.07928340075,0.06041543556,0.1621956407,43.0,5766000000.0,5.766,5.8 GHz,43,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,11,True,4,True,5.042383283,27.07496542,0.006737989461,5.60086982,25.50466626,0.9490986935,0.7901056804,2.96231479,12.24350386,ok,0.6956425315,0.3319468579,0.1000396149,0.73387779,0.6959877964,0.3501341253,0.2534134711,0.0589284408,0.8379723933,0.2153846154,0.09197872073,0.6357130859,0.2096144315,0.04426156848,0.8950421222,0.1539462915,0.02170908228,0.9331242467,0.3538461538,65,65,0.1000396149,0.0589284408,0.3501341253,43.0,5804000000.0,5.804,5.8 GHz,11,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,5,True,4,True,2.59646836,40.89884769,0.006737985568,3.478579076,33.83660182,0.9161200947,0.7673879973,-1.851011173,-18.16959234,ok,0.6110467018,0.4093589193,0.1575029554,0.5867543892,0.6112960312,0.2943049711,0.3393587069,0.1120838537,0.7254389138,0.1076923077,0.05928409522,0.4446272177,0.229793362,0.06346343548,0.8186048199,0.1969883496,0.04640961015,0.8858874133,0.1076923077,65,65,0.1575029554,0.1120838537,0.2943049711,43.0,5840000000.0,5.84,5.8 GHz,5,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,28,True,4,True,1.975666224,48.99786501,0.006737985386,2.309792535,44.20066353,0.9304384701,0.78285232,2.601107884,-12.35903458,ok,0.5152065513,0.2909716522,0.08132245959,0.7149372578,0.5154606491,0.208120224,0.2526366267,0.06295096948,0.8149723529,0.1846153846,0.05712308681,0.5096401122,0.1982285623,0.04161139477,0.8430719646,0.1817983265,0.03161606146,0.8901641066,0.3076923077,65,65,0.08132245959,0.06295096948,0.208120224,43.0,5866000000.0,5.866,5.8 GHz,28,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,6,True,4,True,1.640615541,55.17028851,0.006737982835,1.690111011,54.15560006,0.9649316343,0.8722692495,-1.664917845,1.690889616,ok,0.5592718883,0.446282449,0.1872319291,0.4829148138,0.5594161414,0.2652742562,0.4428604275,0.1849718991,0.4927660751,0.04615384615,0.03515861803,0.2081482428,0.2599044402,0.0676259562,0.7138177456,0.259768473,0.06640009614,0.7251074452,0.2769230769,65,65,0.1872319291,0.1849718991,0.2652742562,47.0,5766000000.0,5.766,5.8 GHz,6,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,3,True,4,True,2.005248752,48.52429707,0.006737971986,2.050144479,47.82512019,1.003430468,0.9187108337,-1.112754347,7.767047486,ok,0.5509476295,0.3976761753,0.1428930414,0.5955084953,0.5510006633,0.2498966207,0.3929696174,0.139591326,0.6060832087,0.07692307692,0.04582023948,0.2867387091,0.2847129562,0.06836163421,0.7420458603,0.284673009,0.06823938495,0.741807045,0.2,65,65,0.1428930414,0.139591326,0.2498966207,47.0,5840000000.0,5.84,5.8 GHz,3,Pluto,"Pluto, 5.8 GHz",0.50–1.00
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,7,True,4,True,1.86200935,50.91791844,0.006737977709,2.146933934,46.39394246,1.082456329,0.9954701387,-2.787811547,-6.104510667,ok,0.6295260838,0.5198067286,0.222039412,0.3957130553,0.6295628394,0.3086938645,0.4934099858,0.2042434932,0.4578706634,0.06153846154,0.04819602341,0.2162199494,0.3973295455,0.1316437653,0.5582372268,0.3755898291,0.1228099424,0.6034023458,0.1846153846,65,65,0.222039412,0.2042434932,0.3086938645,47.0,5866000000.0,5.866,5.8 GHz,7,Pluto,"Pluto, 5.8 GHz",0.50–1.00
